c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
30322,Customer#000030322,vExsaJqh89uQYlrNaxxASmjd5B9kmDEEy5XF2z,16,26-281-830-5159,257.70,MACHINERY,s grow among the requests. carefully furious gifts kindle furiously besides
30323,Customer#000030323,bGF1hmQIIcUSfvU59s1YERh557gyjIWSO7Ax,2,12-809-345-6150,6117.83,MACHINERY,". ironic requests boost furiously along the furiously unusual deposits. pending, final p"
30324,Customer#000030324,NgzTufO8Pkg,20,30-407-547-2741,3326.45,BUILDING,"posits nag blithely carefully silent packages. ironic, pending foxes sleep slyly above the bold acco"
30325,Customer#000030325,"WZ hNwo57B63ymewOm7,",19,29-446-962-5785,3690.59,AUTOMOBILE,le furiously after the fluffily final package
30326,Customer#000030326,blHKsoOFyLW3pmwJRhfouoS,10,20-843-755-6715,7670.37,FURNITURE,"inal asymptotes affix fluffily. regular, regular pinto beans haggle slyly against th"
30327,Customer#000030327,mA9pHU8Gz0iGClojKjBlB,22,32-974-403-3215,4949.83,HOUSEHOLD,"tect furiously. furiously unusual requests alongside of the final, express asymptotes "
30328,Customer#000030328,Fqke1JtBjyIt6q,18,28-501-134-8866,7818.47,BUILDING," even theodolites sleep above the bold, final instructions. regular pinto beans haggle. "
30329,Customer#000030329,414DILrNRO2ZiRTzLvKVzH5YeJROy,19,29-954-867-5522,8145.05,AUTOMOBILE,ffily ironic waters. fluffily r
30330,Customer#000030330,G1xODDjYALuaF60d9xFkJoPAEMB4w,19,29-875-737-1608,7898.13,AUTOMOBILE,e slyly accounts. furiously regular packages around th
30331,Customer#000030331,HalLVLqC6Fl6xpKLi43mTx,1,11-906-227-5030,4853.35,HOUSEHOLD,"e of the busy, even instructions! deposits g"
30332,Customer#000030332,1L80MRSTUqPUf6oyMjVgPOLu0oqPzedK,18,28-392-398-4570,3229.34,MACHINERY,ptotes cajole blithely bold excuses. blithely pending accounts nag carefully.
30333,Customer#000030333,kbWBtEFmZoDxkNuX77HLSVN2gQrW9e,9,19-898-569-6108,-424.26,AUTOMOBILE,"y. quickly express deposits use quickly about the final instructions. carefully regular packages across the even, "
30334,Customer#000030334,"5V,sQrxHiiooU",17,27-325-524-7008,6403.63,HOUSEHOLD,he carefully even asymptotes haggle carefully furiously bold waters. tithes haggle slyly around the blithely
30335,Customer#000030335,xPJa8 jvdV47a,13,23-925-745-8259,-164.90,AUTOMOBILE,"sts. bold, regular requests unwind. slyly final packages along the courts are quickly across the ironic"
30336,Customer#000030336,"mbJab1iz HLsfIN,A6P65evKsqSBKV",13,23-754-277-7492,9403.19,FURNITURE,ual accounts are furiously blithely even requests. furiously ironic accounts are alongside of the furiously
30337,Customer#000030337,jxh7tIUW9x9pIhTEV CNy9zfS,20,30-778-485-6690,530.25,HOUSEHOLD,theodolites are carefully after the furiously even de
30338,Customer#000030338,"avkHG9e,S3QumWzIRTcSohA",8,18-401-383-9183,-232.89,MACHINERY,the boldly regular packages. special theodolites cajole slyly along the slyly ironic requests; idly 
30339,Customer#000030339,7Zc33ez83ZyIo,13,23-642-761-2598,-275.70,HOUSEHOLD," deposits about the final, silent asymptotes poach above the q"
30340,Customer#000030340,"lyuckDr5CoAko303V,CSFo",8,18-384-459-6549,6245.37,HOUSEHOLD,ithely along the carefully bold packages. quickl
30341,Customer#000030341,P4KYXuIolTgeacTKWzg1WNpc VFaaQ7f9T,17,27-610-771-5531,1964.52,FURNITURE,"auternes. regularly bold platelets at the blithely even accounts integrate bold, unusual theodolites. quickly "
30342,Customer#000030342,"q9tdQJPgxw9o19,K",2,12-597-197-8487,4623.38,MACHINERY, accounts. regularly final dependencies shall boost slyly. bold packa
30343,Customer#000030343,kPzOJWcZ2BqxLsmCtjaqRr1Y7DbO3F45KQbsN,19,29-569-556-9492,-786.65,FURNITURE,ts about the carefully pending depths boost acro
30344,Customer#000030344,QUDv3SdBJE,3,13-947-966-7598,9735.78,BUILDING,ar dolphins are furiously across the carefully regular deposits. final idea
30345,Customer#000030345,vZzLopJHSTkl82GT8iqX,13,23-182-642-3229,2402.81,BUILDING,"quickly among the requests? final, eve"
30346,Customer#000030346,NsNn9RuB1uQpJw8pC2VnPPR4o7uDpWwx,1,11-682-789-5341,1035.67,FURNITURE,"y regular requests. sly, bold deposits hang slyly alongside of the carefully"
30347,Customer#000030347,ac4hny2jz2FLWs3oE hzIyHJrJ9aO3egVJKb,23,33-910-198-5275,2369.76,BUILDING,es. carefully regular patterns are. slyly bold packages about the blithely even warhorses integrate blithely care
30348,Customer#000030348,"RHI,1IppV26WF Qhf44MJq4QycF3",24,34-529-208-5997,6492.96,BUILDING,sly carefully ironic warhorses. carefully unus
30349,Customer#000030349,"qtr5uZd4JzunIlmxJFXu0lqTdcc,9plgmMdtgmbq",5,15-581-140-8172,5230.45,BUILDING,re blithely: furiously bold pin
30350,Customer#000030350,hbMgwgs4yjyilXnf9NV Bam69edPBxcpVn,10,20-586-488-4171,5129.59,MACHINERY,al pinto beans mold never regular requests. quickly regular requests haggle qui
30351,Customer#000030351,"Q,wQZWPpHnZrlNducwrt",5,15-103-923-4364,4064.92,FURNITURE,"latelets after the ironic, pending platelets cajole about the blithely ironic platelets. fluffily f"
30352,Customer#000030352,cjcJM2n2wpXWF,16,26-867-182-6167,7038.34,BUILDING, sometimes even accounts. carefully
30353,Customer#000030353,"t vrWjNt,LOX2CFU5E",9,19-766-982-5286,8391.19,AUTOMOBILE,lites play furiously. carefully even deposits boost. quickly ironic asym
30354,Customer#000030354,eDbXKigHhAaLBX8R,24,34-273-210-4552,8828.46,BUILDING,ely careful deposits. blithely regular request
30355,Customer#000030355,toe4nIjRsmTQH,0,10-767-371-3217,-974.25,MACHINERY,totes haggle blithely above the deposi
30356,Customer#000030356,"F82pOKOJ,NFt",6,16-888-124-6354,2690.29,HOUSEHOLD,ounts about the slyly express requests sleep furiously along the pending pac
30357,Customer#000030357,"A,Mm5UtMyNgQwHwi93yLgmXCVW7VoR",21,31-391-310-9616,3646.68,AUTOMOBILE,ard the quietly regular packages. ironic instructions haggle furiously bold platelets. sl
30358,Customer#000030358,5mx StBFLn8Sm3IIGzDc3dDNJeDSrMFmyIdr8F,16,26-682-732-3206,6764.38,FURNITURE,l deposits after the blithely even instructions wake furiously against the carefully ironic requests
30359,Customer#000030359,"rvEe7,RTMnT7JaJzulm1OT6ygISGZH7wJN1mbJhL",11,21-798-737-9634,2051.40,MACHINERY,sits boost after the carefully ironic tithes. blithely regular accounts haggle furiously. sp
30360,Customer#000030360,umSxRScIeS,6,16-772-260-4331,1835.92,BUILDING, quickly carefully pending depths. packages above the blithely ironic excuses us
30361,Customer#000030361,bXHAmtkFX6ljtd vOW9arzbTRLP2yr9r,14,24-252-421-2917,-662.19,MACHINERY,s cajole slyly quickly regula
30362,Customer#000030362,"udkkbVhp74coE,Mincb1",16,26-947-412-3731,484.36,AUTOMOBILE, even asymptotes wake carefully al
30363,Customer#000030363,"eTsBoqgHEpT95AjHNwHJktunGS4z,xY9g",2,12-553-326-4290,9619.50,MACHINERY,sts should have to unwind fluffily across the slyly final pinto beans. regular escapades despite the even package
30364,Customer#000030364,GfB8Nt5rOKtxPdEDkVrHgHYLlO3HoIUvoqJF,5,15-153-943-3908,6066.03,FURNITURE,ages unwind carefully ironic accounts. blithely special Tiresias sleep quickl
30365,Customer#000030365,"Is7x46LZFkur45zF 6e8Sr0wKnzhiZwEs,LJ",20,30-591-613-7274,1795.80,MACHINERY,ely besides the blithely silent accounts. slyly
30366,Customer#000030366,WBtoFCzn7ZCf6W046E vCZOzfpgYB5stpwULm1,4,14-482-299-1420,7008.04,FURNITURE,rnes nag special pinto beans. quickl
30367,Customer#000030367,"3PKpZgUarrJd,9XRvESyayDN3hMtNABMOCCRXxd",5,15-463-571-2949,5104.17,FURNITURE,etect furiously above the final asymptotes. blithely final hockey players cajole 
30368,Customer#000030368,jolHXwrtyuzDtuGfl2TcYEiHf4K5,3,13-288-976-8644,5796.92,HOUSEHOLD,integrate furiously slyly ironic patterns. furiously pending sentiments aroun
30369,Customer#000030369,tBPxpLVsX0Uh6e33j2jG4bl0kTE8Typ,2,12-299-837-4225,-71.80,MACHINERY,packages boost along the slyly unusual fo
30370,Customer#000030370,JkeP8QaxtaaOuMd3wafYbJAepSSXj6bmKmxy,18,28-572-114-7125,1128.56,MACHINERY,lar dependencies snooze slyly atop the slyly slow dinos. carefully ironic deposits wake across
30371,Customer#000030371,TXeW1NmijFFPpUJ,4,14-378-527-1998,1596.07,AUTOMOBILE,"to the furiously bold asymptotes wake quickly regular, special asymptotes. ironic accounts "
30372,Customer#000030372,4lNVTWZTRldugJ1S,0,10-175-514-6743,5118.32,HOUSEHOLD,ourts. packages impress furious
30373,Customer#000030373,ymH74AXcg0uiPSu1,4,14-804-669-2318,1531.79,AUTOMOBILE,al instructions. furiously special pin
30374,Customer#000030374,szsYFVytlJP5S16twjFiF2JDzqEViqwteCtFP,8,18-615-743-4364,2801.51,HOUSEHOLD,sleep slyly slyly ironic deposits. quickly ironic packages wake according to the blithely sp
30375,Customer#000030375,vYhKwtkBlwJa428e3pkmJT,23,33-904-603-2128,2913.48,BUILDING,"ts wake furiously ironic, bold asym"
30376,Customer#000030376,eKbJVqSqcRrQ9zS8PG,11,21-769-756-8462,3838.44,FURNITURE,ly special pains haggle slyly among the blithely regular packages: slyly even platelets wake blithel
30377,Customer#000030377,UwCjiHSFItvY4l4bqF9WtMXv,22,32-290-188-6808,6711.06,MACHINERY, wake slyly behind the ironic accounts
30378,Customer#000030378,EXOcH47StomquO9WkkSH,17,27-498-211-6485,7773.10,HOUSEHOLD,hely express sheaves integrate furiously alw
30379,Customer#000030379,3u40WArJlfJIakikIF9JhSuJHQE2,12,22-752-362-5001,4508.75,FURNITURE,usly bold excuses. fluffily ironic foxes wake furiously among the ironic req
30380,Customer#000030380,"5kS9uk RsL,sSYD9QrIenEuCY9i,wat8MateLxHR",24,34-913-580-5879,8557.53,MACHINERY,ts. fluffily even somas after the blithely final excuses wake final packages. blithely expre
30381,Customer#000030381,RyN5ygipsuCv4PN,5,15-112-185-3081,-474.25,FURNITURE,ake above the pending deposits. boldly even e
30382,Customer#000030382,7p3wQr PqPIm8,20,30-497-814-2984,2171.09,BUILDING,"nic foxes sleep furiously along the even, regular packages. express deposits around the regular, even deposits are"
30383,Customer#000030383,"NvIjSmJNgpE0AT8Cq7,1zT",11,21-765-232-2882,418.72,BUILDING,o the pending platelets. furiously close requests cajole qu
30384,Customer#000030384,"41dC8wcebK,4PX",10,20-667-554-9008,6386.73,BUILDING,y ironic tithes wake from the slyly final deposits. ironic platelets above the daring accounts sleep fluf
30385,Customer#000030385,otoJ2Wb8pyVNKPPr6,9,19-237-690-9601,1753.30,FURNITURE,ular pinto beans. unusual pac
30386,Customer#000030386,e2YjANOg1rC3dADr3H72wDP1MOcS,11,21-763-887-8348,7691.50,MACHINERY,pendencies haggle ironically; packages serve carefully pac
30387,Customer#000030387,"QbEQ3TfviXeL,brItcjGYEbJYwdRRF8zimEqr5x",21,31-396-760-1650,8121.44,AUTOMOBILE, blithely alongside of the carefully bold deposits: furiously 
30388,Customer#000030388,0X4Q9TPBzhzW,15,25-650-963-7320,7060.39,FURNITURE,e carefully regular packages u
30389,Customer#000030389,"ysmhAAFrtKDT9cqw,MSIk7qEjd",14,24-361-922-8673,5024.92,AUTOMOBILE,ys special foxes. slyly final deposits integra
30390,Customer#000030390,"OQnKiW3ItmLAv iL,J",14,24-643-551-4533,4912.30,BUILDING,s. quietly special gifts wake slyly. furi
30391,Customer#000030391,7Sa tl5bw5viwZ3Lfkhjv,10,20-943-761-8289,4026.78,AUTOMOBILE, final pinto beans could affix blithely bold reque
30392,Customer#000030392,Dk3OnV1sIvOw,17,27-840-429-7005,4085.69,HOUSEHOLD,y ironic packages are quickly pinto beans. ideas use carefully furiously regular deposits. packages are along the ca
30393,Customer#000030393,"4ghS1Zafjp6d6QahNkLYM9sytSo5f,",11,21-612-857-6402,4216.10,BUILDING,press ideas. ironically express notornis mold across t
30394,Customer#000030394,2lS71WWKiTRKuF38i L8z1i8aPvi,6,16-778-837-4654,7023.45,HOUSEHOLD,eodolites cajole blithely ironic warthogs. furiously express dolphin
30395,Customer#000030395,"JfeeQDv,ZEVg7",15,25-473-374-5764,105.52,HOUSEHOLD,refully pending pinto beans. carefully final packages boost quickly ironic somas. sometimes iro
30396,Customer#000030396,i3DRWuzQf6O O,20,30-751-288-4523,460.44,BUILDING,"s. enticingly daring ideas integrate carefully even, regular requests. pending accounts cajole idly amon"
30397,Customer#000030397,"cbOmo,FYobuqxG8v7Fjt",19,29-718-152-9882,3476.64,BUILDING,cuses. quickly dogged ideas are about the quickly 
30398,Customer#000030398,5gWU2qgSRUXbODRnB3qkB8dC68,5,15-729-358-3905,8953.30,BUILDING,"lar, even asymptotes. even theodolites run quickly after the furiously ironic dolphins. permanent pinto beans caj"
30399,Customer#000030399,NGwt68u5NKkyCV9,19,29-566-437-6916,7144.29,BUILDING,e fluffily regular dependencies. slyly furious warhorses
30400,Customer#000030400,E7r3VvgM6p7IuM0g4kR1,18,28-793-949-7193,7091.20,MACHINERY,ld foxes promise among the slyly regular deposits.
30401,Customer#000030401,LqFUGJ6kNOGYIYxBEtMmi,24,34-231-678-8760,5916.05,AUTOMOBILE,se blithely blithely final deposits. idle instructions integrate. s
30402,Customer#000030402,x3NUQqVT7pNJJNBMoZdkKemVxWqRzx,6,16-686-951-9828,36.61,BUILDING,"ironic packages integrate across the unusual, even packages. careful, regular packages along the sl"
30403,Customer#000030403,"9kwffaw5KLv,Xdtfr0cWZNI3elhyKMg1NgVH",6,16-372-537-9260,8214.21,HOUSEHOLD,y. quick requests cajole blithely slyly express 
30404,Customer#000030404,oCB6xggI6d2J2ms565 wg7XQyXZiY2l1c4K4fLL,20,30-447-313-8055,4218.91,FURNITURE,ymptotes. slyly final courts are carefully alongside of the furiously final requests. furiously final pinto beans 
30405,Customer#000030405,ytRoRIP26TV1sf,17,27-860-749-7956,-817.19,AUTOMOBILE,s-- requests about the silent accounts aff
30406,Customer#000030406,"J,0oVtrvIo4aBoOE1uc4z34xGHE,K",18,28-746-547-3015,2487.07,BUILDING,ctions snooze quickly blithely final packages. braids against the requests wake across the ironic pinto beans. furio
30407,Customer#000030407,bSaLt9wrPkV2kykTL3ZZJXleri5UAjTuoM3h5,21,31-208-954-7574,9205.98,HOUSEHOLD,leep. special deposits sleep carefully special deposits. s
30408,Customer#000030408,EQoigOXFTcec2nRtpk0rN2CHLNQ81,18,28-202-389-8344,8035.22,MACHINERY,ieve carefully. carefully special pa
30409,Customer#000030409,"wrC,T9yBbaMSbPHwYwpX8nRug6h",24,34-928-117-3053,-971.45,BUILDING,"hely even foxes. carefully regular requests cajole. slyly even deposits wake. regular, even requests pro"
30410,Customer#000030410,ZjuiPMBdmvA7Xe2y3BdxgjB4Uz09BBVKG7FuW,12,22-184-115-3984,5732.31,BUILDING,ickly. ironic dolphins use slyly. quickly even accounts wake carefully. fluffily f
30411,Customer#000030411,"bpKxEjBT rSXfbOVMP9f9is3tvJsTN,ON",1,11-308-951-4277,2882.18,HOUSEHOLD,leep furiously according to the quietly special warthogs. never silent instru
30412,Customer#000030412,"AUp,AcJuFIIGNEJyfLXw1FYwNY",22,32-360-711-8385,5719.35,BUILDING,theodolites are carefully silent foxes. doggedly express deposits wake quickly requests. packages among
30413,Customer#000030413,WJfFSRRF9SMcDlcAFHK3DrtVyIE07Bk,8,18-828-761-7182,5068.55,AUTOMOBILE,ly final deposits haggle carefully above the bold 
30414,Customer#000030414,dvZhm2RLLa0qWFbEaCmRd1r7HQgm8h9J,20,30-606-717-4801,1131.98,MACHINERY,"es about the ironic, ironic attainments haggle across the slyly express dugouts. ironic theodol"
30415,Customer#000030415,ubH9BYVPLV8rzpHGECAFZGIfY9xQBEghfLlN,12,22-571-995-5330,4070.74,AUTOMOBILE, ironic pinto beans. quickly regular asymptotes sl
30416,Customer#000030416,LAhCElNfX8RSCl5 dT,23,33-751-580-7922,5935.39,AUTOMOBILE,y regular accounts eat quickly. express packages wake slyly along the bol
30417,Customer#000030417,"yQ3UMujsu,eFXqjNzKK9SHpNo5fiWrKs",22,32-413-666-1803,6204.10,HOUSEHOLD," of the furiously pending deposits nag quickly even, regular theodolites-- silent foxes haggle. sl"
30418,Customer#000030418,p90ZLqAxoFdvzreWAj4BLOaQPmGrERW,1,11-535-568-2645,1406.97,HOUSEHOLD," unusual dependencies. pending, express requests sleep fluffily carefully bold requests. packages sl"
30419,Customer#000030419,Cs0CKRwmBHPp8ybLSJcLyVKD,9,19-361-340-4659,5862.97,BUILDING, wake furiously against the furiously regular fo
30420,Customer#000030420,a6Nz8nVHTHw3fquB3vCWSzBcZQXiyvpXwuCWmitZ,0,10-797-723-8028,-986.77,AUTOMOBILE,even accounts dazzle quickly final accounts. close foxes cajole blith
30421,Customer#000030421,DbKXgRkkaZ9IIv7 yCrpPc HzD,2,12-412-245-4378,1247.09,BUILDING,about the carefully busy packages! silent foxes haggle permanently above the requests. final foxes haggle quick
30422,Customer#000030422,670sHed4xIDM,22,32-490-439-7411,2850.53,AUTOMOBILE, regular requests cajole caref
30423,Customer#000030423,"c, PGCWatXwSGxg",2,12-779-965-4257,1789.52,HOUSEHOLD,. furiously regular accounts nag carefully after the slyly regular accounts
30424,Customer#000030424,LoG9yJ IwrTt2wGMKLCF01fNKK5f5M3rFYlin,4,14-362-867-3799,406.01,BUILDING,aggle against the carefully bold deposits. furiously ironic pinto beans are carefully. express 
30425,Customer#000030425,ff3pr3xkxf4PJiSAPE3oCeIrC4Jk2tJkbfd,20,30-118-855-4738,1785.75,AUTOMOBILE," final accounts. even, bold instructions wake. pains cajole? carefully unusual"
30426,Customer#000030426,NmQmKl2Mll,24,34-480-613-4823,3090.39,FURNITURE,"d deposits try to wake after the silent, ironic packages. enticingly "
30427,Customer#000030427,"FEIi2Iiii0qxE12IO1,Z3EJOpb1qtvYHDr",13,23-471-681-1346,7081.23,MACHINERY,"sual, express requests: carefully even packa"
30428,Customer#000030428,"IoxVLvNtloemM1Ikc,5H3HSlouRejnNH0xWiQ",2,12-681-409-5692,3320.82,HOUSEHOLD, furiously express theodolites sleep. carefully regular 
30429,Customer#000030429,2VqOCiJVuLRldf7awvTFuONop4XD5Z,22,32-264-130-8360,8085.27,BUILDING,al requests boost blithely. furiously regular accounts across the slyly regular instructions d
30430,Customer#000030430,JHNm3DCWrmPwv51kOtm95pcH,14,24-768-499-5188,4125.00,BUILDING,ages. slyly final attainments against 
30431,Customer#000030431,YysgA17sT1Tk,5,15-337-543-4978,4947.43,BUILDING,. requests wake furiously. theodolites are furiously final ideas. final pinto beans sleep quickly a
30432,Customer#000030432,TygQvQqObrM89HTTHsjgZ09mz0vspb6df7,4,14-152-962-4050,392.14,BUILDING,fluffily regular requests cajole furiously packages. foxes haggle furious
30433,Customer#000030433,LOSG6GcQcGf2gB,13,23-767-175-5050,-408.89,FURNITURE,carefully final theodolites. final pinto beans integrate. speci
30434,Customer#000030434,",qHK82AwV FTr11psU1wFCdki AA4VN4GFa4UN",19,29-575-757-7697,655.66,FURNITURE,ckages. regular accounts unwind slyly silent deposits. express epitaphs above the
30435,Customer#000030435,cxPbXcbQc4E1bw5GVnK3ARJMdx7Y6,24,34-982-285-6188,6544.61,AUTOMOBILE,ges wake carefully about the blithely sly deposits. pending accounts cajole acco
30436,Customer#000030436,LPcJDwUKEXlTyxSr,2,12-637-291-5287,4275.68,HOUSEHOLD,nst the slyly regular pinto beans. furiously pending requests cajole bl
30437,Customer#000030437,FenNFN87NfgsfLLbb1CcicrAqVVN7qE7adQz6qsi,24,34-436-570-1760,7356.76,BUILDING,. deposits among the carefully ruthless asymptotes haggle slyl
30438,Customer#000030438,K0fsrEG8Fj11WdukD,15,25-979-541-8924,3048.95,BUILDING,unusual packages. evenly ironic excuses cajole quickly across the slyly regular 
30439,Customer#000030439,lBJroD3iFpJJPGJxeo RuA9mbY,0,10-999-745-6186,3668.85,MACHINERY,lphins against the carefully regular packages haggle across the even pinto beans? special accounts according
30440,Customer#000030440,"znYtI1,Kum87abARekcl6K4llPQCehKaz0nzDm",14,24-373-314-8989,5389.89,FURNITURE,le fluffily against the slyly ironic ideas. furiously even accounts after the ironi
30441,Customer#000030441,TA2S zDF9ujh0rpve0 wxitSG5pG,2,12-669-392-5411,976.17,FURNITURE,"even, regular accounts. blithely express gifts across the carefully regular requ"
30442,Customer#000030442,c4j5YlALhV4yqIdhxAihyn1WC,3,13-391-548-1738,3369.04,MACHINERY,al pinto beans wake! express requests upon the ruthlessly bold pinto beans cajole 
30443,Customer#000030443,0MrYP3tu6MhwtCrJ53QnDwhZG,17,27-701-971-1805,4357.18,HOUSEHOLD,ly unusual excuses mold quickly final excuses; quickly special ideas across the slyly daring deposits are ac
30444,Customer#000030444,9TDESnNJInozEpF14,13,23-501-518-2202,2184.63,MACHINERY,uests about the furiously silent foxes snooze carefully quickly daring theodolites. regul
30445,Customer#000030445,"BStySw7LhX p,Np JgCtpENpMj6j3HnWn",15,25-895-668-6366,8115.65,FURNITURE,posits. theodolites engage blithely. carefully sile
30446,Customer#000030446,3dPVcKyazEiO AhLslzyR4LlIln54GztJsYO9fI,24,34-986-748-3055,8786.80,MACHINERY,"ly bold warhorses. idle requests wake fluffily furiously final deposits. regular, regular ac"
30447,Customer#000030447,"uj5mv, Taw6r",12,22-720-737-6734,2775.30,BUILDING,sual deposits was. quickly regular realms wake among the final theodolites? theodolites a
30448,Customer#000030448,wXaMcqekM42hf,13,23-708-996-2340,2364.98,AUTOMOBILE,"rts. regular, bold requests about the ironic foxes detect blithely about the slyly speci"
30449,Customer#000030449,4mTccT6Bwa5GjSQhplf,19,29-154-345-6285,3176.36,HOUSEHOLD,egular accounts. dependencies sleep quickly. furiously slow instructions nag qui
30450,Customer#000030450,eEsDHOObVMbUeOB1,19,29-208-685-8213,66.43,FURNITURE,sly after the pending dolphins. carefully ironic sheaves after the sometimes unusual deposits boo
30451,Customer#000030451,mMynhKDaHYV9ftpifMRcLjwX2Hxu8vpBv8G,3,13-728-853-5093,3342.39,HOUSEHOLD, furiously unusual theodolites along the id
30452,Customer#000030452,s7xKKJDCxCx,7,17-424-756-6885,7605.52,HOUSEHOLD,y final packages sleep slyly furiously ev
30453,Customer#000030453,E5JOP2WacV0Wh8iU,14,24-977-426-7749,4088.48,HOUSEHOLD,"ely across the regular, regular platelets. final, unusual packages about th"
30454,Customer#000030454,c60B2mWmz9qrRp Xck 08rdQ0igcolyf6V3sJ,15,25-729-130-7540,7000.62,BUILDING,"t requests detect special, regular excuses. carefully special packages a"
30455,Customer#000030455,laEfHZ k20 iRExoF1LPzIu4LFxatD,15,25-413-272-2498,1534.18,AUTOMOBILE,ideas. special pinto beans hag
30456,Customer#000030456,p9VP9OhPhAYIFSEN09OpOTD35awpBZWr9Oloc,11,21-459-277-6202,9889.77,BUILDING,thely regular deposits. fluffily ruthless instructions doze carefully according to the furio
30457,Customer#000030457,"36DptzO8LPYhmodl233Q2,liOR8pbmP3uR9jqSf,",5,15-883-579-7105,5429.59,BUILDING,bold orbits wake of the quickly unusual asymptotes. 
30458,Customer#000030458,",QnZMkjvCNKd8dwrL",4,14-442-409-2895,8197.81,MACHINERY, slyly regular accounts according to the
30459,Customer#000030459,zMDTREbGrjgtVD8bzlfLoY6 b3ZtvSoPgSDb,16,26-738-750-2626,3710.05,AUTOMOBILE,sly even excuses across the ironic accounts are carefull
30460,Customer#000030460,"Q,cRN1pbfTp2kTpKxXljJuW9D8",20,30-651-668-1065,4780.41,BUILDING,"e the carefully regular packages. blithe, unusual "
30461,Customer#000030461,"RWC4sVkhj2u95Gi,4RkKcqm5bLoQ",9,19-206-186-3789,9347.75,HOUSEHOLD,special deposits use around the quickly final ideas. special accounts affix sly
30462,Customer#000030462,CvKMxuUiKdSaJ,22,32-952-260-5472,3725.93,HOUSEHOLD,"structions cajole about the blithely unusual platelets. thin, pending packages play fluffily quickly silent"
30463,Customer#000030463,QnvR8SFBDtJ7Z2itvp7a8ahSsONTVQ6nx,14,24-223-407-3847,7772.81,HOUSEHOLD,"ronic, final instructions thrash carefully. slyly fluffy dolphins affix furiously inside the furiou"
30464,Customer#000030464,"FPBP9tic,lc Z",0,10-506-709-4296,-382.45,HOUSEHOLD,gainst the furiously unusual asymptotes. enticing requests sleep 
30465,Customer#000030465,"hGrbaEbWg0fUGAsc60FHEho,",4,14-198-959-4511,5043.77,HOUSEHOLD, regular theodolites sublate carefully among the slyly regular asymptotes. furiously quiet depos
30466,Customer#000030466,"7iyC9IX,rI3 rRjYMj0WDXwae96",5,15-971-174-5699,2645.56,FURNITURE, packages. blithely final requests among the deposits sleep furiously slyly regular theodolites. sometimes u
30467,Customer#000030467,5s4jJsYBNh,14,24-174-102-4075,-108.61,AUTOMOBILE,o the stealthily regular dependencies
30468,Customer#000030468,"FuTf,4BVTzuCuzSFycY5xcvD9AZdoCKLEZ",24,34-469-305-3298,9542.18,BUILDING,ounts. carefully blithe notornis haggle furiously according to the i
30469,Customer#000030469,"Uz,opyZDrNAOV",7,17-351-405-8940,4558.85,AUTOMOBILE,sual theodolites. special asymptotes detect quickly across the carefully final instructions. bold theodolit
30470,Customer#000030470,X3b0wDXOodf1,4,14-357-188-6856,3514.73,AUTOMOBILE,s. furiously even deposits believe blithely even accounts. evenly final accounts wake
30471,Customer#000030471,"WFFFB,SHGe",15,25-280-558-3115,3.73,AUTOMOBILE,g deposits wake sly ideas. blithely furious deposits 
30472,Customer#000030472,dQDj4aGC716eP3T4Ru6,21,31-657-709-4424,5643.17,FURNITURE, final accounts serve carefully ironic deposits. regularly regular accoun
30473,Customer#000030473,bie R3L3zyq,8,18-690-534-5809,714.68,AUTOMOBILE,structions haggle carefully alongside of the ev
30474,Customer#000030474,"zG2XhQlTzJyIGwg,mZRREC5NuRWGxO",24,34-935-269-5331,8649.06,BUILDING,"ironic excuses according to the fluffily regular sheaves sleep final, unusual"
30475,Customer#000030475,E0sVxhhGhUhR0VgL9EPNWYXyu1,14,24-957-307-4300,8859.33,FURNITURE,"eposits. silent, special requests are blithely slow pinto beans. blithel"
30476,Customer#000030476,ZlWWySd3tCSL,15,25-475-926-5932,769.25,FURNITURE,carefully ironic pinto beans above the even warthogs haggle quickly above the furiously bold multipliers. quickly pe
30477,Customer#000030477,x2es2xBNF0cyueA53xPXyfKi3bIlPIqZ8LbFNV4,22,32-535-667-3284,1726.64,FURNITURE,o the furiously regular accounts haggle
30478,Customer#000030478,YfakmF6yf8dd05COtaUizvlGxPucpWgwKsl,0,10-528-518-8995,-434.64,HOUSEHOLD, dogged packages. slyly brave requests along the quickly unusual ideas wake against the 
30479,Customer#000030479,oD53LVlIWVF h0m9TI6yS2KUhEnkMg6Kas7Ds,11,21-658-167-6213,7942.12,HOUSEHOLD,ld excuses. slyly even requests nag even pinto beans; ironic deposits along the even dependencies haggle quic
30480,Customer#000030480,"wE,Ix5hDAQpvqMHvOBz Bppz26c",18,28-128-700-1863,7230.70,BUILDING,inal ideas haggle quickly after the special ideas. slyly ironic accounts cajole blithely fluffily regular theodoli
30481,Customer#000030481,"efFc3OD0DMj8n,14",11,21-113-507-7727,7363.48,AUTOMOBILE,ealms about the ironic escapades promise slyly according to 
30482,Customer#000030482,"Da3 EmwqWUY zIx3hXp2aEsxF2lWDQZFfPeTqr,",13,23-412-741-2542,6114.47,MACHINERY, are slyly. quickly silent foxes detect blithely. final instructions nag aft
30483,Customer#000030483,UI5hgwJiPS,4,14-176-224-3003,1894.33,FURNITURE,d the slyly express deposits sublate furiousl
